"Statistic Label","Month","Industry Sector NACE Rev 2","UNIT","VALUE"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","132.9"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2025 December","Electrical equipment (27)","Base Year 2021=100","114.5"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2025 December","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","113.4"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2025 December","Furniture (31)","Base Year 2021=100","123.8"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2025 December","Mining and quarrying (05 to 09)","Base Year 2021=100","101"
"Domestic Industrial Price Index (Excl VAT)","2025 December","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Food products (10)","Base Year 2021=100","99.38176789"
"Export Industrial Price Index (Excl VAT)","2021 January","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Textiles (13)","Base Year 2021=100","99.72056269"
"Export Industrial Price Index (Excl VAT)","2021 January","Wearing apparel (14)","Base Year 2021=100","99.74167509"
"Export Industrial Price Index (Excl VAT)","2021 January","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Wood and wood products, except furniture (16)","Base Year 2021=100","78.72039632"
"Export Industrial Price Index (Excl VAT)","2021 January","Paper and paper products (17)","Base Year 2021=100","98.81257649"
"Export Industrial Price Index (Excl VAT)","2021 January","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Chemicals and chemical products (20)","Base Year 2021=100","102.8926912"
"Export Industrial Price Index (Excl VAT)","2021 January","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Rubber and plastic products (22)","Base Year 2021=100","94.39770549"
"Export Industrial Price Index (Excl VAT)","2021 January","Other non-metallic mineral products (23)","Base Year 2021=100","98.69779514"
"Export Industrial Price Index (Excl VAT)","2021 January","Basic metals (24)","Base Year 2021=100","93.35269026"
"Export Industrial Price Index (Excl VAT)","2021 January","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","96.81050451"
"Export Industrial Price Index (Excl VAT)","2021 January","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Electrical equipment (27)","Base Year 2021=100","99.41454031"
"Export Industrial Price Index (Excl VAT)","2021 January","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.0981499"
"Export Industrial Price Index (Excl VAT)","2021 January","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Furniture (31)","Base Year 2021=100","92.39634964"
"Export Industrial Price Index (Excl VAT)","2021 January","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 January","Mining and quarrying (05 to 09)","Base Year 2021=100","91.61040277"
"Export Industrial Price Index (Excl VAT)","2021 January","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Food products (10)","Base Year 2021=100","99.90356875"
"Export Industrial Price Index (Excl VAT)","2021 February","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Textiles (13)","Base Year 2021=100","99.72947394"
"Export Industrial Price Index (Excl VAT)","2021 February","Wearing apparel (14)","Base Year 2021=100","99.79049941"
"Export Industrial Price Index (Excl VAT)","2021 February","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Wood and wood products, except furniture (16)","Base Year 2021=100","79.8806481"
"Export Industrial Price Index (Excl VAT)","2021 February","Paper and paper products (17)","Base Year 2021=100","99.453925"
"Export Industrial Price Index (Excl VAT)","2021 February","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Chemicals and chemical products (20)","Base Year 2021=100","99.15976278"
"Export Industrial Price Index (Excl VAT)","2021 February","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Rubber and plastic products (22)","Base Year 2021=100","94.95957788"
"Export Industrial Price Index (Excl VAT)","2021 February","Other non-metallic mineral products (23)","Base Year 2021=100","98.79968392"
"Export Industrial Price Index (Excl VAT)","2021 February","Basic metals (24)","Base Year 2021=100","95.77254217"
"Export Industrial Price Index (Excl VAT)","2021 February","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","97.54661596"
"Export Industrial Price Index (Excl VAT)","2021 February","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Electrical equipment (27)","Base Year 2021=100","99.61810102"
"Export Industrial Price Index (Excl VAT)","2021 February","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.0982001"
"Export Industrial Price Index (Excl VAT)","2021 February","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Furniture (31)","Base Year 2021=100","96.74896015"
"Export Industrial Price Index (Excl VAT)","2021 February","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 February","Mining and quarrying (05 to 09)","Base Year 2021=100","96.94826526"
"Export Industrial Price Index (Excl VAT)","2021 February","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Food products (10)","Base Year 2021=100","99.68698052"
"Export Industrial Price Index (Excl VAT)","2021 March","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Textiles (13)","Base Year 2021=100","99.73757893"
"Export Industrial Price Index (Excl VAT)","2021 March","Wearing apparel (14)","Base Year 2021=100","99.83490619"
"Export Industrial Price Index (Excl VAT)","2021 March","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Wood and wood products, except furniture (16)","Base Year 2021=100","80.93982975"
"Export Industrial Price Index (Excl VAT)","2021 March","Paper and paper products (17)","Base Year 2021=100","100.0603141"
"Export Industrial Price Index (Excl VAT)","2021 March","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Chemicals and chemical products (20)","Base Year 2021=100","99.45548188"
"Export Industrial Price Index (Excl VAT)","2021 March","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Rubber and plastic products (22)","Base Year 2021=100","95.7654556"
"Export Industrial Price Index (Excl VAT)","2021 March","Other non-metallic mineral products (23)","Base Year 2021=100","100.8221636"
"Export Industrial Price Index (Excl VAT)","2021 March","Basic metals (24)","Base Year 2021=100","98.19021259"
"Export Industrial Price Index (Excl VAT)","2021 March","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","98.29019964"
"Export Industrial Price Index (Excl VAT)","2021 March","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Electrical equipment (27)","Base Year 2021=100","99.84355941"
"Export Industrial Price Index (Excl VAT)","2021 March","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.0982454"
"Export Industrial Price Index (Excl VAT)","2021 March","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Furniture (31)","Base Year 2021=100","97.15141316"
"Export Industrial Price Index (Excl VAT)","2021 March","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 March","Mining and quarrying (05 to 09)","Base Year 2021=100","94.45453669"
"Export Industrial Price Index (Excl VAT)","2021 March","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Food products (10)","Base Year 2021=100","99.14176547"
"Export Industrial Price Index (Excl VAT)","2021 April","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Textiles (13)","Base Year 2021=100","99.73191176"
"Export Industrial Price Index (Excl VAT)","2021 April","Wearing apparel (14)","Base Year 2021=100","99.80385611"
"Export Industrial Price Index (Excl VAT)","2021 April","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Wood and wood products, except furniture (16)","Base Year 2021=100","80.76831123"
"Export Industrial Price Index (Excl VAT)","2021 April","Paper and paper products (17)","Base Year 2021=100","99.65215836"
"Export Industrial Price Index (Excl VAT)","2021 April","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Chemicals and chemical products (20)","Base Year 2021=100","99.37717424"
"Export Industrial Price Index (Excl VAT)","2021 April","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Rubber and plastic products (22)","Base Year 2021=100","97.19090028"
"Export Industrial Price Index (Excl VAT)","2021 April","Other non-metallic mineral products (23)","Base Year 2021=100","101.0958144"
"Export Industrial Price Index (Excl VAT)","2021 April","Basic metals (24)","Base Year 2021=100","94.85161537"
"Export Industrial Price Index (Excl VAT)","2021 April","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","97.80320655"
"Export Industrial Price Index (Excl VAT)","2021 April","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Electrical equipment (27)","Base Year 2021=100","99.72568535"
"Export Industrial Price Index (Excl VAT)","2021 April","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2021 April","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.0982206"
"Export Industrial Price Index (Excl VAT)","2021 April","Other transport equipment (30)","Base Year 2021=100",""
